name,description,url,cover_image
Les Growth Tech,"Nouveau podcast unique en son genre qui mélange le meilleur de Burger Quizz, la crème des startups de l’Ouest et l'impertinence de Naddymess. Le concept ? Une équipe de champions des startups et de la tech, les résidents de l’émission, affronte chaque mois une équipe adverse composée de 3 membres d’une même startup dans un jeu de questions réponses complètement délirant mais pas tant que ça non plus. Rejoins nous sur les réseaux sociaux pour découvrir les coulisses du podcast: https://www.instagram.com/les_growth_tech/ Hébergé par Ausha. Visitez ausha.co/fr/politique-de-confidentialite pour plus d'informations.",https://open.spotify.com/show/1z3MT1m330oLmEwG3cPzDS,https://i.scdn.co/image/757f0fc116d861d78cc3b10bd38d4425e3628818
What's In A Game - Video Game Podcast,"Dana Masters and Cody Newill are the nerdiest couple you know. Like, really nerdy. With the help of guests, they take a deep dive into video games both old and new. Weaving honest opinions with footage from games across a spectrum of genres.",https://open.spotify.com/show/4dlmvSQJTrIN1Yl1y1JthC,https://i.scdn.co/image/842469581042b6ee09928ccd9c90f2eba5f69051
Fresh Leaf Forever,"This podcast offers actionable insights to overcome real world issues.We traverse varied genres to offer Fresh perspectives on : Wellness & Lifestyle /Mental Health, Healthier Technology, Sustainability, Innovation/Business/Career , Youth Advocacy/Sports, Women Empowerment.Tune in for thought leadership content that'll transform your journey.You get to Listen, Ponder, Change - for the better !!",https://open.spotify.com/show/5w1sgztVPJt7eDtGOO4CJf,https://i.scdn.co/image/ab6765630000ba8a53fc2e8fb9704378223d152a
Citizen Q,"CITIZEN Q is a 12 Episode Psychological Noir Thriller told through the Radio Serial medium.  Dealing with themes of suburban apathy, the police state, totalitarian capitalism and identity in the modern age, Citizen Q crosses the genres of spy thriller, psycho-drama and dystopian Sci-Fi to tell a mind bending story.",https://open.spotify.com/show/2YOCPJh3kEwAlNc22Nv9AJ,https://i.scdn.co/image/ab6765630000ba8a4e2c683a37d8085946401087
Gab and Jam,"Even rock stars need inspiration (through a mash-up of music, art, film, photos, etc.). Watch us D.I.Y. Rock Stars find our muse; while doing “regular” life. Blooming Prejippie.  Here we are chopping it up about the D.I.Y. Rock Star lifestyle, music, and other creative mindest culture. Our talk show, ""Gab & Jam,"" is available in the following formats: The podcast page: https://bit.ly/gabandjamhq  To see the entire blog posts, click here:http://bit.ly/bpblogsubscribe To listen to the podcasts, click here: https://bit.ly/gabandjamonspotify  To watch the YouTube videos, click here: https://bit.ly/gabandjamyoutubeplaylist   More Ways to experience B L O O M I N G P R E J I P P I E : ·   All things “Sugar Fit”: https://bit.ly/SugarFitlanding ·   Blog:  http://bit.ly/bpblogsubscribe ·   Facebook:  http://www.facebook.com/bloomingprejippie  ·   Twitter:  http://www.twitter.com/bloomingprejipp  ·   Instagram:  http://www.instagram.com/bloomingprejippie  ·   Pinterest:  http://www.pinterest.com/bloomingprejippie ·   YouTube: http://bit.ly/youtubesubprejippie ·   Gab & Jam podcast:   https://bit.ly/gabandjamhq  ·   Soundcloud (music): https://soundcloud.com/prejippie ·   Funky Happy People (Who Listen to a Variety of Genres of Music) Facebook Group: http://bit.ly/funkyhappyjoin ·   Be the Next D.I.Y. Rock Star Facebook Group: http://bit.ly/diyrockstarjoin     Please subscribe.  Thanks. http://bit.ly/youtubesubprejippie Until next Monday, here’s wishing love, peace, and chicken grease!",https://open.spotify.com/show/0ORfvunBgy7GDZOL0QJVFq,https://i.scdn.co/image/ab6765630000ba8ac7e30c62f78a072d34705be8
The Lowdown Music Podcast: Music Without Frontiers,"Music Without Frontiers - Part 1 & Part 2Or, 'How A Ferry In Sydney Harbour Changed The Course of Music'!Indeed it did!The Lowdown investigates the development of audio technology & its influence upon pushing the boundaries of music production, forming new genres & creating the landscape for 'sampling'.We come to understand how the advent of the Fairlight CMI changed the world of studio recording & as a result, the soundtrack to our lives.In this episode, hear how technology helped create the defining sound of artists like Peter Gabriel & Phil Collins,  and learn how & why the music of Malcolm McLaren, Fat Boy Slim & Herbie Hancock - to name but a few - owe technology huge respect.Plus, how a TV series like 'Miami Vice' & a movie like 'Ferris Bueller 's Day Off ' wouldn't have been as popular without creative musicians willing to adopt new technology & create music without frontiers.In the second Episode, we uncover how the two most famous sampled drum breaks of all time - 'The Funky Drummer Break' & 'The Amen Break' -  helped create the tracks we all know & love, for artists like Public Enemy, George Michael, Madonna, Salt-N-Pepa, Calvin Harris, composer Angelo Badalamenti of hit TV series 'Twin Peaks' & a host of others.EPISODE BONUS:Continuing The Lowdown into sampling, we dissect the 1999 landmark album 'Play' by Moby & learn how & why his music was a prime example of a musician willing to not only adopt new technology but more importantly, continue to create music without frontiers.",https://open.spotify.com/show/3S1r67LRKQBj5uBY1c2aRE,https://i.scdn.co/image/750fe0de77cf92c4268f79c7e6ba7c92e9167128
Backstage at The Enharmonic,"Through my decades in the music business as a performer, composer, arranger, and/or educator I’ve accumulated a vast Rolodex of the world’s leading musical innovators.  From this pool of contacts, I came up with the idea of creating this podcast, Backstage at The Enharmonic, to get a candid look at what music may have inspired my guests in their formative years and who are some of the current artist that they are listening to, especially outside of their genre.  The goal of this project is to dispel misconceptions about their tastes, to surprise listeners and fans, to entertain and take listeners to an unexpected point of resolution and think differently about musical categorizations. I’m your host Sean J. Kennedy and welcome to today’s edition of Backstage at The Enharmonic with my guest….",https://open.spotify.com/show/3EYupDSBwUWp68eVQN5yrI,https://i.scdn.co/image/ab6765630000ba8a9913229d62890e8c98ab7715
The Buzz Word,"The Buzz Word is the official podcast of the Georgia Institute of Technology's Naugle CommLab. On it, CommLab consultants talk communication and writing center pedagogy with communicators from across academic disciplines, Georgia Tech's campus, and the Atlanta area. Through these discussions, both hosts and listeners learn more about communication in various genres, media, and contexts.",https://open.spotify.com/show/2inHhDsj0iVd5kQzHvMEuD,https://i.scdn.co/image/ab6765630000ba8ada8fe4f51df956b4b9045620
Sutton Like That Podcast,"Sutton Like That Podcast is an informative and entertaining podcast. This podcast is to make people think as I give a raw perspective on current and old topics. There is no specific genre that I will cover but I will cover topics from another angle. Please, listen discretion is advised.  Support this podcast: https://podcasters.spotify.com/pod/show/suttonlikethat/support",https://open.spotify.com/show/6iRgIp4oGjNeE69zw7eQqh,https://i.scdn.co/image/bf377c9abeb307b99a163d9777cb20bd6bb6d7f7
audiosootra,"Welcome to our podcast, where we discuss the latest news and opinions about audio technology and the music industry! Our episodes include expert analysis, insightful interviews, and emerging trends, to keep you informed and up-to-date. Join us on this exciting journey to explore the world of audio and stay ahead of the game! Our show is dedicated to keeping you informed and up-to-date on all things audio, from the latest gear and software releases to the emerging artists and genres that are shaping the industry. So join us on this exciting journey into the world of audio!",https://open.spotify.com/show/1FTrZxSYFERg32xdDWpMlB,https://i.scdn.co/image/ab6765630000ba8a20dc3f23dc1449ba81732afa
Voxx Radio,Voxx Radio is the radio society of Dundalk Institute of Technology that creates a number of different shows of varying topics and genre.  We are also available through our facebook: https://www.facebook.com/DKITVOxXRadio  Now on Instagram: dkitvoxx  and Now on Twitter: @VoxxRadio,https://open.spotify.com/show/6CA3vY6PbClcKlTZPPxcKG,https://i.scdn.co/image/ab6765630000ba8ad84d22c6ddeb45b597a0db7a
The Music Scout,"The Music Scout features some of the best new and upcoming music for your ears. Ranging from various different genres, your host Lewis Fisher will play some of his favourites that he discovers week in week out.",https://open.spotify.com/show/4VMv43UvaAS8UW7wF9N7Xv,https://i.scdn.co/image/133818d7a89866ef0917885235fd807f6f8917d3
EzXp Podcast,"We are a biweekly gaming podcast focused on bringing the best game releases, news, and topics to our listeners. We cover every type of genre and give heartfelt opinion. We love doing this and we love throwing out content for people to enjoy including our normal podcast, bonus podcasts (ranging from different topics), and gameplay from us! Thank you all for the support you guys rock!",https://open.spotify.com/show/5yWg3RkuI7yyJ1K3u6SwU8,https://i.scdn.co/image/31ec9598b9647b7bcb52ad895e9f85e40687d3bc
Mediocre Minds - Podcast,"A bunch of people with ""Mediocre Minds"" talk about stuff not limiting to a genre or category but exploring and discussing numerous things.",https://open.spotify.com/show/6jKKAcpzGP02o4xBmXofjP,https://i.scdn.co/image/ab6765630000ba8ac75f9117d2a2b161f4720fca
Mind Matters ,"Welcome to our knowledge podcast, where we explore a wide range of topics and genres to expand your understanding and curiosity about the world around us. From science and technology to history and culture, we bring you engaging and thought-provoking discussions with experts and enthusiasts from various fields. Join us as we delve into the mysteries of the universe, explore the depths of human nature, and uncover the hidden gems of our planet. Whether you're a lifelong learner or just starting to discover your thirst for knowledge, our podcast has something for everyone. Tune in and let's embark on a journey of discovery together.",https://open.spotify.com/show/4ZbrhGcavyDiKApGpq8J0N,https://i.scdn.co/image/ab6765630000ba8a56851a7676f41fb4a8c48805
The Naz Von Gates Podcast,"I dont have a specific genre, I started using twitch tv as a video gaming streamer. Now I'm branching out into more sites as a content creator. So far I've talked about native indegenous conflicts in canada. Surviving covid, and a tip for microphone routing in windows. So I guess I'll just talk about anything and leave it to the title of the podcast episode to describe what I go over and tackle. Wether its tough talk about racism, mental health, technology, gaming, parenting. I love been diverse and keep everything fresh.",https://open.spotify.com/show/2SNgyLR7uUhvqCOlQH43zY,https://i.scdn.co/image/ab6765630000ba8a6333c244950ec036d604ce4f
Sia AI RJ by Radio City,"AI RJ SIA is here, India smartest AI Radio Jockey along with her show “SAY NA SIA”. She is the perfect blend of technology and artistry. She has command over various genres including entertainment, sports, relationships, culture, fashion and much more. With AI RJ SIA, you’ll experience radio like never before, as she seamlessly integrates into your daily life, delivering the right music, stories, and conversations when you need them. Click on the link below to tune into AI RJ Sia/Blockbuster Sunday.﻿Link - https://www.radiocity.in/entertainment/news/radio-city-brings-to-you-an-extraordinary-weekend-experience-with-blockbuster-sunday-12529",https://open.spotify.com/show/2xrdldXNcaTnh1VT8jsRaU,https://i.scdn.co/image/ab6765630000ba8a505fb5a0210bab7f3d2dd24b
OPP with Corey Cambridge,"Other People's Podcast highlights your favorite podcasters, and the dope shows they created. Have you ever wondered how the world's biggest podcasters rose to the top of the charts? On OPP, we interview the world's biggest podcasters and uncover the real stories of the people behind the mic. Expect to get a glimpse across all genres of podcasting from true crime to fantasy sports and hear rare insights, dope stories, and much more! Hosted on Acast. See acast.com/privacy for more information.",https://open.spotify.com/show/1hLJyGDWN4BUonEM5ivSmX,https://i.scdn.co/image/ab6765630000ba8a10ca79c3f687f0b89035575a
Thinkgeek 's Podcast,"Thinkgeek 's Podcast - Synthesize audio podcasts in all genres about: Tech, android, apple, tips and tricks, Lifestyle, Spost,...",https://open.spotify.com/show/44Y73oN7xGRte5BYec2Lvq,https://i.scdn.co/image/ab6765630000ba8ab6e07cba849aa6b7c1f31ecc
Review-Improve,"Ever wonder what business, history, personal growth, and entrepreneurship books are worth reading? Are the methods and advice in those books worth doing and following? Do they even work? How do you choose what book to read or what topic to focus on? What improvement guru has the best advice and where do you even start?  Sam Rust and Brad Luse are both dedicated to life-long learning and exploration of new ideas. There is a plethora of books today covering a multitude of topics, putting fresh faces on old ideas, and pushing new concepts to the fore. This podcast is part book review, part evaluation of ideas and principles as Sam and Brad cover a variety of books in the business, personal development, entrepreneurship, and practical history genres. With backgrounds in both small, sales focused organizations, and game-changing industrial heavy weights like Tesla, Sam and Brad look forward to providing insights into a wide array of topics that are relevant to the 21st century, while sparking the desire for continuous improvement and learning! Follow them on Twitter @samrust and @brad_luse, Instagram @brad.luse, and Facebook @ Sam Rust.  Happy learning!  - Brad and Sam",https://open.spotify.com/show/5keGvM75f5iaZWbeVHmlUH,https://i.scdn.co/image/1a548f75eb1e10199f97341fd23ebb93deed5bba
The Blue Inversion Podcast,"I started as a 3D artist at age 13, when I found the software called Blender. I kept at it for years, slowly becoming a self-taught artist. At around age 16, I became obsessed with electronic music and soon experimental obscure sub-genres. I initially used LMMS and now Bitwig. Later in 2020, I got hooked on NFTs. My love for entrepreneurship, coding and math helped me glue all my passions into one singular identity - Blue Inversion. It has always been a personal struggle for me to fit into a well defined box. So I stopped trying to. The podcast is a public journal to record my evolution.",https://open.spotify.com/show/2686ncJzShr3TSL8cfUhG8,https://i.scdn.co/image/ab6765630000ba8a633f9b019982da2623e69705
Ai Millionaires,"Welcome to the AI Millionaires podcast, where innovation meets opportunity. Join your hosts Laura Michelle Powers and Ashley Jackson on a journey through the ever-evolving landscape of artificial intelligence. With over a decade of podcasting experience, Laura dives deep into the tech realm, exploring how AI is poised to revolutionize our lives in ways we can't even imagine.Ashley, hailing from the heart of Idaho, brings a unique perspective as a self-professed non-tech-savvy entrepreneur turned AI enthusiast. Together, they uncover the secrets of AI success, interviewing millionaires who have leveraged AI to build their fortunes.From groundbreaking tools to cutting-edge features like SORA from OpenAI, the AI Millionaires podcast is your ticket to staying ahead of the curve. Whether you're a seasoned entrepreneur or a creative looking to monetize your talents, Laura and Ashley provide insights, tools, and inspiration to propel you towards AI-driven success.So, hop aboard the AI express before it accelerates beyond reach. Tune in, learn, and join the ranks of the AI Millionaires. Welcome to the future. Welcome to AI Millionaires.Meet Laura Michelle Powers: entrepreneur, media maven, and visionary early tech adopter. She's not just at the forefront of innovation; she's redefining it. Laura's dynamic journey through the realms of technology and entrepreneurship has established her as a leading voice in the digital age, making her the an electrifying co-host of the ""Ai Millionaires"" podcast.Her creativity doesn’t stop there; she's also an accomplished author of 8 books, spanning various genres that showcase her versatility and depth as a writer. Beyond her prowess in media and literature, Laura shines as a musical artist, singer, and producer, embodying the essence of the stories she tells. Her work reflects a deep commitment to exploring the intricacies of business and creativity, making her a true embodiment of a modern Renaissance woman. Connect with Laura Here @LauraPowers44About Ashley Louise Jackson: Ashley is an educator, celebrity influencer, writer, producer, host and speaker. She is well versed in a wide range of topics including plant medicine, western fashion, ranching, horse sports, and speaking. Ashley has been featured on the BBC talking about the rise of Country Music into the main stream culture. She travels globablly teaching people about cowboy boots & western traditions. You can keep in touch with Ashley and all her adventures by visiting her on social media @TheBootBabe on IG ",https://open.spotify.com/show/0Y6ms03DxTT9KnV6FuN0pp,https://i.scdn.co/image/ab6765630000ba8a6aa108500837c8a838c3c0cd
Successful Christian Writer,"A marketing-focused podcast for Christian authors of any genre! Skyrocket your writing career with tips and inspiration on productivity, mindset, and marketing. It’s everything you need to take your writing career to the next level … always family-friend and always from a Christian worldview!",https://open.spotify.com/show/5JKaVMeSoQancRg2Ln3g6P,https://i.scdn.co/image/30cfa26f48af003da86dbc986492cf187a69c051
Book Launch International - a Subsidiary of CMP,"Book Launch International is a leading independent publishing company dedicated to discovering and nurturing exceptional literary talent from around the world. Established in 2005, our company has since garnered a reputation for producing thought-provoking, captivating, and genre-defying works that resonate with a diverse readership. With a passion for innovation and a dedication to fostering meaningful connections between authors and readers, Book Launch International has become a driving force in the world of literature.   Book Launch International is a dynamic and forward-thinking publishing company established at The crossroads of innovation and literary excellence. Our journey began with a commitment to cultivating a space where creativity and technology converge to redefine the reading experience.    Book Launch International  stands as a beacon for authors who want to make a lasting impact on readers' hearts and minds. With a steadfast commitment to creativity, integrity, and innovation, we continue to push the boundaries of storytelling while honoring the timeless art of the written word.   Book Launch International is more than a publisher; it's a journey into the heart of writing. We pledge to champion exceptional voices, celebrate diverse perspectives, and continuously evolve to meet the changing needs of readers and authors alike.Join us on a journey of literary exploration, where imagination knows no limits and stories have the power to shape the world.   Our Mission:Our mission at Book Launch International is to illuminate the world through the power of words. We strive to publish stories that resonate deeply, challenge perceptions, and spark conversations, ultimately creating a lasting impact on individuals and society as a whole. We are committed to publishing books that inspire, challenge, and entertain while maintaining the highest standards of literary craftsmanship. Our Approach:  Unveiling Uncharted Territories: We actively seek out manuscripts that push the boundaries of conventional storytelling. Our editorial team values originality and is committed to supporting authors who dare to explore new frontiers in their writing.   Artistry in Craftsmanship: Every Book Launch International publication is a work of art. From the selection of exceptional manuscripts to the design and production of our books, we uphold the highest standards of quality and aesthetics, ensuring that each reader's experience is a journey of both content and form.   Cultivating Literary Partnerships: We view our relationship with authors as a true partnership. We provide personalized support, including editorial guidance, marketing strategies, and opportunities for author-reader engagement, to help authors thrive in an ever-evolving literary landscape.    Innovation in Presentation: Embracing the digital age, we explore new dimensions of reading through interactive eBooks, multimedia experiences, and immersive narratives that engage readers on multiple levels.  Achievements:       Digital Pioneers: Book Launch International has garnered attention for its groundbreaking approach to literature in the digital era. Our interactive eBooks and multimedia collaborations have received accolades for their creative integration of technology and storytelling.    Literary Resonance: Many of our titles have resonated deeply with readers, generating critical acclaim and discussions across literary circles and online platforms.    Author Empowerment: We pride ourselves on providing authors with the tools they need to succeed, from personalized marketing strategies to innovative distribution models, fostering a collaborative partnership that extends beyond publication.     Literary Accolades: Book Launch International has received numerous awards for its contributions to literature, including recognition for fostering emerging talent, promoting diversity, and pushing the boundaries of storytelling.       Global Reach: Our books have found homes on bookshelves around the world, transcending cultural boundaries and resonating with readers from diverse backgrounds.       Bestseller Success: Many of our titles have reached bestseller status across various genres. Our commitment to promoting outstanding works has led to numerous accolades and critical acclaim within the literary community.       Awards and Recognition: Book Launch International authors have received prestigious literary awards underscoring our dedication to publishing excellence.     Adaptations: Several of our published works have captured the attention of the entertainment industry, leading to adaptations for film, television, and other media platforms. ",https://open.spotify.com/show/1vAyWwZe7k8enpzxoYzKMh,https://i.scdn.co/image/ab6765630000ba8a862b333b3e4db8aa09d92977
The Push Power to Power Show,"I will be Interviewing Entrepreneurs, Business Owners, Kidpreneurs,Start-ups, and all the way to CEOs on their Journey to Success and what they learn along the way, I will also be doing topics on different genres of life or what it comes to my mind... All Eyes On Them Foundation  #LiveStreamingShowProducer #HumblePower #AllEyesOnThemFoundation #YeraldyMediaNetwork",https://open.spotify.com/show/0sE6eR3vDWh9VYUG40d4zN,https://i.scdn.co/image/ab6765630000ba8acc513e1c6e4106ed533215bf
#33 ChangeRider-Special vom TDI 2019 Teil 1,"In der ersten Ausgabe des ChangeRider-Specials vom Tag der Deutschen Industrie 2019 gaben uns Dr. Joachim Lang, Paul Nemitz, Rubin Lind, Christian Strobl, Manuel Genres, Matthias Zink und Dr. Sigrid Nikutta spannende Interviews.  Zusammen mit Philipp Depiereux unterhielten sie sich über die Zukunft des Lernens, wie Hacker der Wirtschaft nutzen können, E-Mobilität und viele weitere Themen",https://open.spotify.com/show/4u4PuHEpdm3AulOF5MINgG,https://i.scdn.co/image/eed5f2729602996b965ea8f54b2ff3b6aab23984
Tondeltitnu Podcast,"""not untitled"", titles are overrated. The podcast with no fixed genre where we engage with just about everything we can cram into one episode. New episodes weekly. Discord Server: https://discord.gg/crywrYkEkG",https://open.spotify.com/show/6Gkklzdp2W0lLJ49bhKrG4,https://i.scdn.co/image/ab6765630000ba8ad0978a6470c2853312fce341
Nicole's BookMark,"This is a podcast for readers or anyone who wants to become a reader.  Book opinions will not be shied away from and book suggestions are always encouraged. This podcast will travel through all genres of books so if one episode doesn't float your boat, I’m sure ten others will. BookMarked is all about putting a bookmark into school, work, or just technology to rediscover the other worlds that are words printed on a page.",https://open.spotify.com/show/7DPN3sYLezTMYozT9ePfBx,https://i.scdn.co/image/ab6765630000ba8ad55951cb33876e5c0c3a6f28
"On AI, The Podcast for Creators","""On AI"" is an innovative podcast uniquely tailored for creators diving into the fascinating world of generative AI. Generative AI is accelerating artistic expressions resulting in the development of completely new genres, transforming art, design, film, music, storytelling and immersive multimodal experiences. It's also transforming the way we experience the world. From fashion, gaming, robotics and all the pop culture in between.In each episode, we examine the transformative power of artificial intelligence through conversations with content creators and artists who are leveraging new tools- for work and play. Listen in and lean into the experimental, to share ideas, spark curiousity and inspire wonder.www.onaipodcast.cominfo@onaipodcast.com",https://open.spotify.com/show/74YDcS6KDpgZ1ZhiHM18uj,https://i.scdn.co/image/ab6765630000ba8a4ca57a3454f9b611eb4c0e7b
GSMC Classics: Sleep no More,"Step back into the golden age of radio with GSMC Classics: Sleep No More, where spine-tingling tales of suspense come to life in dramatic readings. Hosted by the captivating Nelson Omstead, this podcast resurrects the classic radio show, Sleep No More, delivering riveting narratives that will keep you on the edge of your seat.Unlike traditional radio dramas with full casts, Sleep No More offers a unique twist by presenting thrilling stories through dramatic readings. Omstead’s mesmerizing voice weaves through each narrative, accompanied by haunting background music and spine-chilling sound effects. With each episode, listeners are transported to a world where mystery and suspense reign supreme.Originally airing from 1952 to November 1956, Sleep No More started as 15-minute shows before transitioning to 30-minute episodes. Despite its vintage origins, the timeless allure of these stories continues to captivate audiences across generations. From eerie encounters to heart-pounding mysteries, each episode promises to evoke a range of emotions, leaving listeners eagerly anticipating the next installment.GSMC Classics: Sleep No More brings together a curated selection of thrilling tales, often featuring two to three stories per episode. Whether you're a longtime fan of classic radio or new to the genre, this podcast offers a captivating journey into the depths of suspense and intrigue.As you tune in, prepare to be transported to a bygone era where the flickering radio dial served as a portal to worlds filled with danger and mystery. With each story, Omstead’s narration draws you deeper into the narrative, immersing you in a realm where the unknown lurks around every corner.Experience the nostalgia of classic radio combined with the convenience of modern technology as GSMC Classics: Sleep No More is rebroadcasted on platforms like YouTube, Apple Podcasts, JioSaavn, and Deezer. Whether you prefer to listen on your morning commute or during a late-night adventure, these episodes are readily available to fuel your imagination and thrill your senses.So, gather around and prepare to embark on a journey into the unknown with GSMC Classics: Sleep No More. Let the suspenseful tales unfold as you delve into a world where fear and fascination collide, and the only certainty is that you'll be craving more with each passing episode.Join us as we rediscover the magic of classic radio and unleash the thrill of Sleep No More. Don't miss out on the excitement—subscribe now and let the adventure begin!GSMC Classics presents some of the greatest classic radio broadcasts, classic novels, dramas, comedies, mysteries, and theatrical presentations from a bygone era. The GSMC Classics collection is the embodiment of the best of the golden age of radio. Let Golden State Media Concepts take you on a ride through the classic age of radio, with this compiled collection of episodes from a wide variety of old programs. ***PLEASE NOTE*** GSMC Podcast Network presents these shows as historical content and have brought them to you unedited. Remember that times have changed and some shows might not reflect the standards of today’s politically correct society. The shows do not necessarily reflect the views, standards, or beliefs of Golden State Media Concepts or the GSMC Podcast Network. Our goal is to entertain, educate, and give you a glimpse into the past.",https://open.spotify.com/show/6J8rbEXPyaOfW9BN1xxln9,https://i.scdn.co/image/ab6765630000ba8ada3349c20c946a625c3be6a6
Dad Band Land,"Welcome to Dad Band Land, the music commentary podcast from the point of view of a neighborhood cover band. Every week, Adam Felber (host, also co-host of popular podcast ""Nobody Listens to Paula Poundstone"") and Kevin Burke (co-host, lead guitarist) break down playing the songs that they play in their band. Then, Brian Frank (chief vinyl officer) breaks out the ""House of Wax"" where they all discuss impactful records that have shaped the course of the musical landscape. Jeffy Branion (chief technology officer) provides insightful and hilarious commentary on all things music. The show covers all genres, and offers genuine critique and appreciation for the world of music. Subscribe to the podcast, rate it five stars, and let us know your guilty pleasures in the comments!",https://open.spotify.com/show/27q91g2lOc5UxexFV9yUw6,https://i.scdn.co/image/ab6765630000ba8af6d917d62f183433d60ca559
The Artist's Voice,"""The Artist's Voice"" podcast empowers artists of all genres to share their stories and talk about their art.  They may share successes and failures that can benefit other artists and be of interest to the general public.  Artists are encouraged to make a guest appearance on the show.",https://open.spotify.com/show/2cJbDTFIcmfrpzzfGFmQOs,https://i.scdn.co/image/6b026f3b734a631dc1c3b0b78d8c7414bcabd3f3
The Art of Timing: Optimizing Music Scheduling for Maximum Listener Engagement,"Investigates how strategic music scheduling can improve the listener experience.  Introduction to Music Scheduling    Samuel Zniber introduces the concept of music scheduling as a pivotal element in radio broadcasting, setting the stage for a deep dive into its impact on listener engagement.  The Chef Analogy    Drawing parallels between a chef's culinary art and a music scheduler's craft, Samuel discusses the importance of timing and selection in creating the perfect auditory menu for listeners.  Data and Intuition: The Perfect Mix    Explore the blend of analytics and human insight that goes into understanding listener patterns and preferences to craft a playlist that feels personal and engaging.  Peak Times and Mood Patterns    Discover how MusicDatak identifies key listening periods and mood trends to ensure that every song played aligns with the listener's current state of mind.  Practical Tips for Playlist Creation    Samuel shares valuable strategies for curating playlists that resonate with audiences, including data-driven decision-making and mood mapping techniques.  Variety and Balance in Music Selection    Learn why mixing genres, tempos, and eras is crucial for maintaining listener interest and how to strike the right balance between familiar and new tracks.  Strategic Spacing for Memorable Moments    Understand the methodology behind the strategic spacing of songs to keep listeners eagerly anticipating their favorite tracks.  Listener Feedback Loop    The importance of incorporating listener feedback to refine music scheduling and the tools MusicDatak uses to gather and analyze this data.  Closing Thoughts    Samuel wraps up the episode by emphasizing the role of technology in enhancing the music scheduling process and invites listeners to apply these insights to their own radio programming.  Key Takeaways:    Effective music scheduling is both an art and a science.   Understanding your audience's mood and preferences is crucial for engagement.   Data-driven decisions should be balanced with creative intuition.   Variety in music keeps the listening experience fresh and exciting.   Listener feedback is invaluable for continuous improvement.    Hosted by Ausha. See ausha.co/privacy-policy for more information.",https://open.spotify.com/show/0MCFrJ1Y0z8LgwZoYYvORu,https://i.scdn.co/image/ab6765630000ba8ae11e2adcdd273861610d339b
"""Quantum Universe Unveiled: A Journey into the Mysteries of Reality""",Pro-tip to write a snazzy description - A snappy one-liner + your podcast's name and genre + what sets you apart + CTA.,https://open.spotify.com/show/5zDCyqvNKGqq0QF4vJhZlQ,https://i.scdn.co/image/ab6765630000ba8a027ee946993b9e66730d2696
Talk 2 Me In English Podcast,"Talk 2 Me In English is a podcast that explores the intricacies of the music industry, from the perspectives of industry professionals, artists, and insiders. The podcast is hosted by Misaonthekeys a music business veteran with years of experience working in different aspects of the industry.In each episode, the Misa interviews a guest who has worked in the music industry, covering topics such as record labels, music publishing, artist management, booking agents, and more. The podcast covers a wide range of genres.The interviews delve deep into the guest's experiences, revealing the realities of the music business and providing valuable insights for listeners who are interested in pursuing a career in the industry. Guests share their stories, offer advice, and discuss the challenges and opportunities they've encountered in their careers.Some of the topics covered in the podcast include how to get signed to a record label, how to navigate the complexities of music publishing, how to build a successful career as an independent artist, and how to manage a successful tour. The podcast also explores the impact of technology on the music industry, from streaming services to social media.Talk 2 Me In English is a must-listen for anyone who is interested in the music industry and wants to learn more about how it works. Whether you're an aspiring artist, a music industry professional, or simply a fan of music, this podcast offers valuable insights and information that you won't find anywhere else.",https://open.spotify.com/show/5V47naAeSiDziurqBsrQi7,https://i.scdn.co/image/ab6765630000ba8a393dbf4e1acab77057a22059
Go Take Pictures,"Go Take Pictures is an interview show hosted by Dan Hawk where you'll get to know unique people making Photographs from a bunch of different genres, industries and styles.",https://open.spotify.com/show/1ngwcxLKtt6p78f3bibCIc,https://i.scdn.co/image/891b9d6a6c63d8d847fc06f291d275addb9d332c
Music Marketing Podcast,"Weekly music marketing and artist development podcast with Craig from GigFaster.com.   Some things you will learn: + How to outshine other bands, musicians and artists + How to rise to the top of your music genre + How to get big gigs and attention + How to create the best musician/artist/band that you can be + Where and how to submit to record labels + How to correct the big mistakes you're making when submitting to record labels, press and venues.  https://www.GigFasterUniversity.com  Support this podcast: https://podcasters.spotify.com/pod/show/gigfaster/support",https://open.spotify.com/show/2BGJin4ugcOSZh1oBxtYhj,https://i.scdn.co/image/a8e62eb662e6c93b4b4decb155338b4a23662dae
"Épicier, au détail près","Le secteur de l’épicerie vit en ce moment une transition sans équivoque. Une transition qui, à la différence d’avant, ne se fait pas naturellement, mais bien en mode accéléré. Due, entre autres, à la pandémie, ainsi qu’à la modernisation et à la numérisation des différentes étapes de l’approvisionnement. Caisse libre-service, intelligence artificielle, multiplication des produits, des besoins consommateurs nouveaux, services de livraison nouveau genre, offre de prêt-à-manger revue, automatisation... autant de notions à assimiler pour vous, détaillants alimentaires du Québec.",https://open.spotify.com/show/4RJ9OiKMe9OZxA284NHNkI,https://i.scdn.co/image/ab6765630000ba8a1d5b86a96c3c1d1512a2fda8
All Things Music! ,"A weekly podcast sharing knowledge about music instruments, genres, as well as music technology and techniques.",https://open.spotify.com/show/1tK8Y2XDwK3IfxcV6geLM1,https://i.scdn.co/image/ab6765630000ba8afa1e3e2c87a617abd646542f
